invoice_id;branch;city;customer_type;gender;product_line;unit_price;quantity;tax_5_pct;total;date;purchase_hour;payment;cogs;gross_income;rating;customer_profile;customer_id;total_price;recency;frequency;monetary;r_score;f_score;m_score;rfm_score;rfm_score_label;rfm_combination;r_score_label;f_score_label;m_score_label;rfm_label
343-87-0864;C;Naypyitaw;Member;Male;Health And Beauty;75.88;1;3.794;79.674;2019-01-03;10;Credit Card;75.88;3.794;7.1;Naypyitaw_Member_Male;10;75.88;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
173-50-1108;B;Mandalay;Member;Female;Sports And Travel;20.18;4;4.036;84.756;2019-02-13;12;Credit Card;80.72;4.036;5.0;Mandalay_Member_Female;6;80.72;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
243-47-2663;C;Naypyitaw;Member;Male;Electronic Accessories;18.77;6;5.631;118.251;2019-01-28;16;Credit Card;112.62;5.631;5.5;Naypyitaw_Member_Male;10;112.62;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
841-18-8232;B;Mandalay;Normal;Female;Food And Beverages;71.2;1;3.56;74.76;2019-01-05;20;Credit Card;71.2;3.56;9.2;Mandalay_Normal_Female;9;71.2;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
701-23-5550;B;Mandalay;Member;Male;Home And Lifestyle;38.81;4;7.762;163.002;2019-03-19;13;E-Wallet;155.24;7.762;4.9;Mandalay_Member_Male;7;155.24;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
647-50-1224;A;Yangon;Normal;Female;Fashion Accessories;29.42;10;14.71;308.91;2019-01-12;16;E-Wallet;294.2;14.71;8.9;Yangon_Normal_Female;8;294.20000000000005;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
541-48-8554;A;Yangon;Normal;Male;Sports And Travel;60.95;9;27.4275;575.9775;2019-01-07;12;Credit Card;548.55;27.4275;6.0;Yangon_Normal_Male;3;548.5500000000001;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
539-21-7227;B;Mandalay;Normal;Female;Sports And Travel;51.54;5;12.885;270.585;2019-01-26;17;Cash;257.7;12.885;4.2;Mandalay_Normal_Female;9;257.7;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
213-32-1216;A;Yangon;Normal;Female;Electronic Accessories;66.06;6;19.818;416.178;2019-01-23;10;Cash;396.36;19.818;7.3;Yangon_Normal_Female;8;396.36;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
747-58-7183;B;Mandalay;Normal;Male;Fashion Accessories;57.27;3;8.5905;180.4005;2019-02-09;20;E-Wallet;171.81;8.5905;6.5;Mandalay_Normal_Male;11;171.81;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
582-52-8065;B;Mandalay;Normal;Female;Fashion Accessories;54.31;9;24.4395;513.2295;2019-02-22;10;Cash;488.79;24.4395;8.9;Mandalay_Normal_Female;9;488.79;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
210-57-1719;B;Mandalay;Normal;Female;Health And Beauty;58.24;9;26.208;550.368;2019-02-05;12;Cash;524.16;26.208;9.7;Mandalay_Normal_Female;9;524.16;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
399-69-4630;C;Naypyitaw;Normal;Male;Electronic Accessories;22.21;6;6.663;139.923;2019-03-07;10;Credit Card;133.26;6.663;8.6;Naypyitaw_Normal_Male;5;133.26;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
134-75-2619;A;Yangon;Member;Male;Electronic Accessories;19.32;7;6.762;142.002;2019-03-25;18;Cash;135.24;6.762;6.9;Yangon_Member_Male;4;135.24;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
356-44-8813;B;Mandalay;Normal;Male;Home And Lifestyle;37.48;3;5.622;118.062;2019-01-20;13;Credit Card;112.44;5.622;7.7;Mandalay_Normal_Male;11;112.44;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
198-66-9832;B;Mandalay;Member;Female;Fashion Accessories;72.04;2;7.204;151.284;2019-02-04;19;Cash;144.08;7.204;9.5;Mandalay_Member_Female;6;144.08;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
283-26-5248;C;Naypyitaw;Member;Female;Food And Beverages;98.52;10;49.26;1034.46;2019-01-30;20;E-Wallet;985.2;49.26;4.5;Naypyitaw_Member_Female;12;985.1999999999999;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
712-39-0363;A;Yangon;Member;Male;Food And Beverages;41.66;6;12.498;262.458;2019-01-02;15;E-Wallet;249.96;12.498;5.6;Yangon_Member_Male;4;249.95999999999998;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
218-59-9410;A;Yangon;Member;Female;Home And Lifestyle;72.42;3;10.863;228.123;2019-03-29;16;E-Wallet;217.26;10.863;8.2;Yangon_Member_Female;1;217.26;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
174-75-0888;B;Mandalay;Normal;Male;Electronic Accessories;21.58;9;9.711;203.931;2019-03-14;12;Cash;194.22;9.711;7.3;Mandalay_Normal_Male;11;194.21999999999997;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
866-99-7614;C;Naypyitaw;Normal;Male;Food And Beverages;89.2;10;44.6;936.6;2019-02-11;15;Credit Card;892.0;44.6;4.4;Naypyitaw_Normal_Male;5;892.0;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
134-54-4720;B;Mandalay;Normal;Female;Electronic Accessories;42.42;8;16.968;356.328;2019-01-30;13;E-Wallet;339.36;16.968;5.7;Mandalay_Normal_Female;9;339.36;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
760-90-2357;A;Yangon;Member;Male;Electronic Accessories;74.51;6;22.353;469.413;2019-03-20;15;E-Wallet;447.06;22.353;5.0;Yangon_Member_Male;4;447.06000000000006;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
514-37-2845;B;Mandalay;Normal;Male;Fashion Accessories;99.25;2;9.925;208.425;2019-03-20;13;Cash;198.5;9.925;9.0;Mandalay_Normal_Male;11;198.5;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
698-98-5964;A;Yangon;Normal;Female;Food And Beverages;81.21;10;40.605;852.705;2019-01-17;13;Credit Card;812.1;40.605;6.3;Yangon_Normal_Female;8;812.0999999999999;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
718-57-9773;C;Naypyitaw;Normal;Female;Sports And Travel;49.33;10;24.665;517.965;2019-02-03;16;Credit Card;493.3;24.665;9.4;Naypyitaw_Normal_Female;2;493.29999999999995;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
651-88-7328;A;Yangon;Normal;Female;Fashion Accessories;65.74;9;29.583;621.243;2019-01-01;13;Cash;591.66;29.583;7.7;Yangon_Normal_Female;8;591.66;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
241-11-2261;B;Mandalay;Normal;Female;Fashion Accessories;79.86;7;27.951;586.971;2019-01-10;10;Credit Card;559.02;27.951;5.5;Mandalay_Normal_Female;9;559.02;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
408-26-9866;C;Naypyitaw;Normal;Female;Sports And Travel;73.98;7;25.893;543.753;2019-03-02;16;E-Wallet;517.86;25.893;4.1;Naypyitaw_Normal_Female;2;517.86;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
834-83-1826;B;Mandalay;Member;Female;Home And Lifestyle;82.04;5;20.51;430.71;2019-02-25;17;Credit Card;410.2;20.51;7.6;Mandalay_Member_Female;6;410.20000000000005;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
343-61-3544;B;Mandalay;Member;Male;Sports And Travel;26.67;10;13.335;280.035;2019-01-29;11;Cash;266.7;13.335;8.6;Mandalay_Member_Male;7;266.70000000000005;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
239-48-4278;A;Yangon;Member;Male;Food And Beverages;10.13;7;3.5455;74.4555;2019-03-10;19;E-Wallet;70.91;3.5455;8.3;Yangon_Member_Male;4;70.91000000000001;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
355-34-6244;B;Mandalay;Normal;Male;Food And Beverages;72.39;2;7.239;152.019;2019-01-13;19;Credit Card;144.78;7.239;8.1;Mandalay_Normal_Male;11;144.78;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
550-84-8664;A;Yangon;Normal;Male;Sports And Travel;85.91;5;21.4775;451.0275;2019-03-22;14;Credit Card;429.55;21.4775;8.6;Yangon_Normal_Male;3;429.54999999999995;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
339-96-8318;B;Mandalay;Member;Male;Fashion Accessories;81.31;7;28.4585;597.6285;2019-03-01;19;E-Wallet;569.17;28.4585;6.3;Mandalay_Member_Male;7;569.1700000000001;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
458-61-0011;B;Mandalay;Normal;Male;Food And Beverages;60.3;4;12.06;253.26;2019-02-20;18;Cash;241.2;12.06;5.8;Mandalay_Normal_Male;11;241.2;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
592-34-6155;C;Naypyitaw;Normal;Male;Food And Beverages;31.77;4;6.354;133.434;2019-01-14;14;E-Wallet;127.08;6.354;6.2;Naypyitaw_Normal_Male;5;127.08;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
797-88-0493;A;Yangon;Normal;Female;Health And Beauty;64.27;4;12.854;269.934;2019-03-26;13;Cash;257.08;12.854;7.7;Yangon_Normal_Female;8;257.08;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
207-73-1363;B;Mandalay;Normal;Male;Health And Beauty;69.51;2;6.951;145.971;2019-03-01;12;E-Wallet;139.02;6.951;8.1;Mandalay_Normal_Male;11;139.02;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
390-31-6381;C;Naypyitaw;Normal;Male;Food And Beverages;27.22;3;4.083;85.743;2019-01-07;12;Cash;81.66;4.083;7.3;Naypyitaw_Normal_Male;5;81.66;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
443-82-0585;A;Yangon;Member;Female;Health And Beauty;77.68;4;15.536;326.256;2019-02-01;19;Cash;310.72;15.536;8.4;Yangon_Member_Female;1;310.72;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
339-18-7061;C;Naypyitaw;Member;Female;Fashion Accessories;92.98;2;9.298;195.258;2019-02-13;15;Credit Card;185.96;9.298;8.0;Naypyitaw_Member_Female;12;185.96;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
359-90-3665;B;Mandalay;Member;Female;Fashion Accessories;18.08;4;3.616;75.936;2019-01-14;18;Credit Card;72.32;3.616;9.5;Mandalay_Member_Female;6;72.32;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
375-72-3056;B;Mandalay;Normal;Male;Sports And Travel;63.06;3;9.459;198.639;2019-01-19;15;E-Wallet;189.18;9.459;7.0;Mandalay_Normal_Male;11;189.18;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
127-47-6963;A;Yangon;Normal;Male;Health And Beauty;51.71;4;10.342;217.182;2019-03-09;13;Credit Card;206.84;10.342;9.8;Yangon_Normal_Male;3;206.84;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
278-86-2735;A;Yangon;Normal;Female;Food And Beverages;52.34;3;7.851;164.871;2019-03-27;14;Cash;157.02;7.851;9.2;Yangon_Normal_Female;8;157.02;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
695-28-6250;A;Yangon;Normal;Female;Sports And Travel;43.06;5;10.765;226.065;2019-02-04;16;E-Wallet;215.3;10.765;7.7;Yangon_Normal_Female;8;215.3;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
379-17-6588;C;Naypyitaw;Normal;Male;Fashion Accessories;59.61;10;29.805;625.905;2019-03-14;11;Cash;596.1;29.805;5.3;Naypyitaw_Normal_Male;5;596.1;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
227-50-3718;A;Yangon;Normal;Male;Health And Beauty;14.62;5;3.655;76.755;2019-03-04;12;Cash;73.1;3.655;4.4;Yangon_Normal_Male;3;73.1;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
302-15-2162;C;Naypyitaw;Member;Male;Health And Beauty;46.53;6;13.959;293.139;2019-03-03;10;Credit Card;279.18;13.959;4.3;Naypyitaw_Member_Male;10;279.18;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
788-07-8452;C;Naypyitaw;Member;Female;Home And Lifestyle;24.24;7;8.484;178.164;2019-01-27;17;E-Wallet;169.68;8.484;9.4;Naypyitaw_Member_Female;12;169.67999999999998;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
560-49-6611;A;Yangon;Member;Female;Sports And Travel;45.58;1;2.279;47.859;2019-02-07;14;Cash;45.58;2.279;9.8;Yangon_Member_Female;1;45.58;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
880-35-0356;A;Yangon;Member;Female;Sports And Travel;75.2;3;11.28;236.88;2019-02-05;11;E-Wallet;225.6;11.28;4.8;Yangon_Member_Female;1;225.60000000000002;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
585-11-6748;B;Mandalay;Member;Male;Sports And Travel;96.8;3;14.52;304.92;2019-03-15;13;Cash;290.4;14.52;5.3;Mandalay_Member_Male;7;290.4;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
470-31-3286;B;Mandalay;Normal;Male;Health And Beauty;14.82;3;2.223;46.683;2019-03-01;11;Credit Card;44.46;2.223;8.7;Mandalay_Normal_Male;11;44.46;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
152-68-2907;A;Yangon;Normal;Male;Food And Beverages;52.2;3;7.83;164.43;2019-02-15;13;Credit Card;156.6;7.83;9.5;Yangon_Normal_Male;3;156.60000000000002;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
123-35-4896;C;Naypyitaw;Normal;Female;Sports And Travel;46.66;9;20.997;440.937;2019-02-17;19;E-Wallet;419.94;20.997;5.3;Naypyitaw_Normal_Female;2;419.93999999999994;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
258-69-7810;C;Naypyitaw;Normal;Female;Fashion Accessories;36.85;5;9.2125;193.4625;2019-01-26;18;Cash;184.25;9.2125;9.2;Naypyitaw_Normal_Female;2;184.25;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
334-64-2006;A;Yangon;Member;Female;Home And Lifestyle;70.32;2;7.032;147.672;2019-03-24;14;E-Wallet;140.64;7.032;9.6;Yangon_Member_Female;1;140.64;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
219-61-4139;C;Naypyitaw;Normal;Male;Electronic Accessories;83.08;1;4.154;87.234;2019-01-23;17;E-Wallet;83.08;4.154;6.4;Naypyitaw_Normal_Male;5;83.08;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
881-41-7302;C;Naypyitaw;Normal;Female;Fashion Accessories;64.99;1;3.2495;68.2395;2019-01-26;10;Credit Card;64.99;3.2495;4.5;Naypyitaw_Normal_Female;2;64.99;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
373-09-4567;C;Naypyitaw;Normal;Male;Food And Beverages;77.56;10;38.78;814.38;2019-03-14;20;E-Wallet;775.6;38.78;6.9;Naypyitaw_Normal_Male;5;775.6;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
642-30-6693;B;Mandalay;Normal;Female;Sports And Travel;54.51;6;16.353;343.413;2019-03-17;13;E-Wallet;327.06;16.353;7.8;Mandalay_Normal_Female;9;327.06;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
484-22-8230;C;Naypyitaw;Member;Female;Fashion Accessories;51.89;7;18.1615;381.3915;2019-01-08;20;Cash;363.23;18.1615;4.5;Naypyitaw_Member_Female;12;363.23;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
830-58-2383;B;Mandalay;Normal;Male;Home And Lifestyle;31.75;4;6.35;133.35;2019-02-08;15;Cash;127.0;6.35;8.6;Mandalay_Normal_Male;11;127.0;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
559-98-9873;A;Yangon;Member;Female;Fashion Accessories;53.65;7;18.7775;394.3275;2019-02-10;12;E-Wallet;375.55;18.7775;5.2;Yangon_Member_Female;1;375.55;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
544-32-5024;C;Naypyitaw;Member;Female;Food And Beverages;49.79;4;9.958;209.118;2019-03-28;19;Credit Card;199.16;9.958;6.4;Naypyitaw_Member_Female;12;199.16;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
318-12-0304;A;Yangon;Normal;Male;Fashion Accessories;30.61;1;1.5305;32.1405;2019-01-23;12;E-Wallet;30.61;1.5305;5.2;Yangon_Normal_Male;3;30.61;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
349-97-8902;B;Mandalay;Member;Male;Food And Beverages;57.89;2;5.789;121.569;2019-01-17;10;E-Wallet;115.78;5.789;8.9;Mandalay_Member_Male;7;115.78;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
421-95-9805;A;Yangon;Normal;Female;Electronic Accessories;28.96;1;1.448;30.408;2019-02-07;10;Credit Card;28.96;1.448;6.2;Yangon_Normal_Female;8;28.96;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
277-35-5865;C;Naypyitaw;Member;Female;Food And Beverages;98.97;9;44.5365;935.2665;2019-03-09;11;Cash;890.73;44.5365;6.7;Naypyitaw_Member_Female;12;890.73;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
789-23-8625;B;Mandalay;Member;Male;Fashion Accessories;93.22;3;13.983;293.643;2019-01-24;11;Cash;279.66;13.983;7.2;Mandalay_Member_Male;7;279.65999999999997;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
284-54-4231;C;Naypyitaw;Member;Male;Sports And Travel;80.93;1;4.0465;84.9765;2019-01-19;16;Credit Card;80.93;4.0465;9.0;Naypyitaw_Member_Male;10;80.93;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
443-59-0061;A;Yangon;Member;Male;Food And Beverages;67.45;10;33.725;708.225;2019-02-03;11;E-Wallet;674.5;33.725;4.2;Yangon_Member_Male;4;674.5;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
509-29-3912;A;Yangon;Member;Female;Sports And Travel;38.72;9;17.424;365.904;2019-03-20;12;E-Wallet;348.48;17.424;4.2;Yangon_Member_Female;1;348.48;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
327-40-9673;B;Mandalay;Member;Male;Sports And Travel;72.6;6;21.78;457.38;2019-01-13;19;Cash;435.6;21.78;6.9;Mandalay_Member_Male;7;435.59999999999997;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
840-19-2096;C;Naypyitaw;Member;Male;Electronic Accessories;87.91;5;21.9775;461.5275;2019-03-14;18;E-Wallet;439.55;21.9775;4.4;Naypyitaw_Member_Male;10;439.54999999999995;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
828-46-6863;A;Yangon;Member;Male;Food And Beverages;98.53;6;29.559;620.739;2019-01-23;11;Credit Card;591.18;29.559;4.0;Yangon_Member_Male;4;591.1800000000001;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
641-96-3695;C;Naypyitaw;Member;Female;Fashion Accessories;43.46;6;13.038;273.798;2019-02-07;17;E-Wallet;260.76;13.038;8.5;Naypyitaw_Member_Female;12;260.76;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
420-97-3340;A;Yangon;Normal;Female;Food And Beverages;71.68;3;10.752;225.792;2019-03-28;15;Credit Card;215.04;10.752;9.2;Yangon_Normal_Female;8;215.04000000000002;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
436-54-4512;A;Yangon;Member;Female;Food And Beverages;91.61;1;4.5805;96.1905;2019-03-20;19;Cash;91.61;4.5805;9.8;Yangon_Member_Female;1;91.61;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
670-79-6321;B;Mandalay;Member;Female;Home And Lifestyle;94.59;7;33.1065;695.2365;2019-01-17;15;Credit Card;662.13;33.1065;4.9;Mandalay_Member_Female;6;662.13;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
852-62-7105;B;Mandalay;Normal;Female;Fashion Accessories;83.25;10;41.625;874.125;2019-01-12;11;Credit Card;832.5;41.625;4.4;Mandalay_Normal_Female;9;832.5;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
598-06-7312;B;Mandalay;Member;Male;Fashion Accessories;91.35;1;4.5675;95.9175;2019-02-16;15;Cash;91.35;4.5675;6.8;Mandalay_Member_Male;7;91.35;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
135-13-8269;B;Mandalay;Member;Female;Food And Beverages;78.88;2;7.888;165.648;2019-01-26;16;Cash;157.76;7.888;9.1;Mandalay_Member_Female;6;157.76;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
816-57-2053;A;Yangon;Normal;Male;Sports And Travel;60.87;2;6.087;127.827;2019-03-09;12;E-Wallet;121.74;6.087;8.7;Yangon_Normal_Male;3;121.74;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
628-90-8624;B;Mandalay;Member;Male;Health And Beauty;82.58;10;41.29;867.09;2019-03-14;14;Cash;825.8;41.29;5.0;Mandalay_Member_Male;7;825.8;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
856-66-2701;A;Yangon;Member;Male;Home And Lifestyle;53.3;3;7.995;167.895;2019-01-25;14;E-Wallet;159.9;7.995;7.5;Yangon_Member_Male;4;159.89999999999998;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
308-39-1707;A;Yangon;Normal;Female;Fashion Accessories;12.09;1;0.6045;12.6945;2019-01-26;18;Credit Card;12.09;0.6045;8.2;Yangon_Normal_Female;8;12.09;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
